player,college_team,college_seasons_played,career_college_passing_yards,avg_college_passing_yards_per_season,career_college_passing_tds,avg_college_passing_tds_per_season,career_college_rushing_yards,avg_college_rushing_yards_per_season,career_college_rushing_tds,avg_college_rushing_tds_per_season,career_college_completions,avg_college_completions_per_season,career_college_attempts,avg_college_attempts_per_season
"Nick Billoups","Lane College",1,56,56.0,0,0.00,-6,-6.0,0,0.00,5,5.0,13,13.0
"Nick Conley",Nicholls,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Nick Crissman",UCLA,1,0,0.0,0,0.00,NULL,NULL,NULL,NULL,0,0.0,2,2.0
"Nick Davenport","Western Illinois",1,317,317.0,4,4.00,47,47.0,0,0.00,18,18.0,40,40.0
"Nick Evers",Oklahoma,1,0,0.0,0,0.00,NULL,NULL,NULL,NULL,0,0.0,1,1.0
"Nick Evers",UConn,2,1023,511.5,6,3.00,243,121.5,3,1.50,107,53.5,195,97.5
"Nick Fanuzzi",Rice,3,4402,1467.3,29,9.67,84,28.0,1,0.33,425,141.7,704,234.7
"Nick Fitzgerald","Mississippi State",4,6212,1553.0,55,13.75,3607,901.8,46,11.50,511,127.8,942,235.5
"Nick Florence",Baylor,4,6301,1575.3,41,10.25,651,162.8,14,3.50,466,116.5,754,188.5
"Nick Foles",Arizona,3,10011,3337.0,67,22.33,-289,-96.3,4,1.33,933,311.0,1395,465.0
"Nick Foles","Michigan State",1,57,57.0,0,0.00,NULL,NULL,NULL,NULL,5,5.0,8,8.0
"Nick Frey",Colgate,1,0,0.0,0,0.00,NULL,NULL,NULL,NULL,0,0.0,1,1.0
"Nick Hirschman",Akron,1,162,162.0,3,3.00,-23,-23.0,1,1.00,8,8.0,15,15.0
"Nick Hirschman",Colorado,2,781,390.5,2,1.00,-39,-19.5,1,0.50,73,36.5,128,64.0
"Nick Holley","Kent State",4,974,243.5,6,1.50,1776,444.0,14,3.50,81,20.3,167,41.8
"Nick Howard",Butler,1,524,524.0,7,7.00,662,662.0,11,11.00,34,34.0,52,52.0
"Nick Howard",Dartmouth,3,1032,344.0,3,1.00,1119,373.0,19,6.33,98,32.7,177,59.0
"Nick Isham","Louisiana Tech",1,1457,1457.0,8,8.00,-19,-19.0,2,2.00,155,155.0,257,257.0
"Nick Jeanty","New Mexico State",4,1038,259.5,6,1.50,92,23.0,0,0.00,115,28.8,201,50.3
"Nick Josifek",Idaho,2,368,184.0,3,1.50,55,27.5,0,0.00,27,13.5,50,25.0
"Nick Kargman",Wagner,1,1531,1531.0,9,9.00,-107,-107.0,0,0.00,131,131.0,248,248.0
"Nick Kargman","Western Michigan",1,4,4.0,0,0.00,NULL,NULL,NULL,NULL,1,1.0,3,3.0
"Nick Lamaison",UTEP,2,3404,1702.0,24,12.00,108,54.0,1,0.50,256,128.0,476,238.0
"Nick Marshall",Auburn,2,4508,2254.0,34,17.00,1866,933.0,23,11.50,320,160.0,532,266.0
"Nick Minicucci",Delaware,3,3375,1125.0,28,9.33,436,145.3,10,3.33,306,102.0,485,161.7
"Nick Mitchell","Oregon State",1,571,571.0,3,3.00,78,78.0,1,1.00,51,51.0,113,113.0
"Nick Montana",Tulane,2,2059,1029.5,15,7.50,34,17.0,0,0.00,203,101.5,375,187.5
"Nick Montana",Washington,1,226,226.0,3,3.00,-26,-26.0,0,0.00,24,24.0,42,42.0
"Nick Mullens","Southern Miss",4,11994,2998.5,87,21.75,-215,-53.8,9,2.25,928,232.0,1546,386.5
"Nick Patti","Boise State",1,63,63.0,0,0.00,19,19.0,0,0.00,8,8.0,11,11.0
"Nick Patti",Pittsburgh,4,782,195.5,5,1.25,134,33.5,4,1.00,71,17.8,128,32.0
"Nick Patti",UCF,3,251,83.7,0,0.00,202,67.3,4,1.33,23,7.7,45,15.0
"Nick Poulos",Ohio,2,290,145.0,2,1.00,181,90.5,1,0.50,26,13.0,57,28.5
"Nick Schuessler",Clemson,4,564,141.0,3,0.75,3,0.8,0,0.00,44,11.0,66,16.5
"Nick Semptimphelter",Bucknell,3,853,284.3,5,1.67,61,20.3,1,0.33,81,27.0,148,49.3
"Nick Sheridan",Michigan,2,701,350.5,2,1.00,103,51.5,1,0.50,70,35.0,148,74.0
"Nick Sherry",UNLV,3,2959,986.3,19,6.33,-41,-13.7,1,0.33,276,92.0,530,176.7
"Nick Sipe",Purdue,1,3,3.0,0,0.00,0,0.0,0,0.00,1,1.0,1,1.0
"Nick Smith",Wyoming,3,716,238.7,4,1.33,179,59.7,3,1.00,67,22.3,135,45.0
"Nick Sproles",Florida,1,0,0.0,0,0.00,NULL,NULL,NULL,NULL,0,0.0,1,1.0
"Nick Starkel",Arkansas,1,1152,1152.0,7,7.00,-16,-16.0,0,0.00,96,96.0,179,179.0
"Nick Starkel","San José State",2,3819,1909.5,26,13.00,-111,-55.5,1,0.50,291,145.5,502,251.0
"Nick Starkel","Texas A&M",2,1962,981.0,15,7.50,-48,-24.0,1,0.50,138,69.0,227,113.5
"Nick Stephens",Tennessee,2,982,491.0,5,2.50,-50,-25.0,0,0.00,72,36.0,143,71.5
"Nick Stevens","Colorado State",4,8550,2137.5,70,17.50,196,49.0,9,2.25,639,159.8,1032,258.0
"Nick Tiano",Chattanooga,3,468,156.0,0,0.00,17,5.7,0,0.00,36,12.0,84,28.0
"Nick Tiano","Mississippi State",1,5,5.0,0,0.00,NULL,NULL,NULL,NULL,1,1.0,1,1.0
"Nick Tronti","Florida Atlantic",3,1253,417.7,8,2.67,404,134.7,6,2.00,124,41.3,224,74.7
"Nick Vattiato","Middle Tennessee",5,9434,1886.8,59,11.80,544,108.8,5,1.00,893,178.6,1383,276.6
"Nick Whitfield Jr.","St. Francis (PA)",3,2449,816.3,12,4.00,-36,-12.0,0,0.00,222,74.0,372,124.0
"Nick Yockey",Lamar,1,574,574.0,3,3.00,38,38.0,0,0.00,62,62.0,107,107.0
"Nico Iamaleava",Tennessee,2,2930,1465.0,21,10.50,435,217.5,6,3.00,241,120.5,379,189.5
"Nico Iamaleava",UCLA,1,1468,1468.0,10,10.00,388,388.0,4,4.00,148,148.0,234,234.0
"Nik Scalzo",Samford,1,0,0.0,0,0.00,-7,-7.0,0,0.00,0,0.0,1,1.0
"Nikhil Nayar",Idaho,1,3,3.0,0,0.00,NULL,NULL,NULL,NULL,1,1.0,4,4.0
"Niko Haen","Northern Arizona",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Niko Vangarelli",Princeton,1,0,0.0,0,0.00,22,22.0,2,2.00,0,0.0,1,1.0
"Noah Bodden","Edward Waters",1,167,167.0,1,1.00,8,8.0,0,0.00,18,18.0,38,38.0
"Noah Bodden",Grambling,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Noah Bodden",Southern,3,1642,547.3,7,2.33,67,22.3,1,0.33,117,39.0,241,80.3
"Noah Brannock","William & Mary",1,180,180.0,0,0.00,32,32.0,1,1.00,12,12.0,25,25.0
"Noah Carpenter",Maine,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Noah Fifita",Arizona,4,7784,1946.0,61,15.25,62,15.5,4,1.00,665,166.3,1017,254.3
"Noah Gillon","App State",1,111,111.0,0,0.00,-21,-21.0,0,0.00,13,13.0,32,32.0
"Noah Johnson","Alcorn State",3,673,224.3,4,1.33,214,71.3,1,0.33,66,22.0,102,34.0
"Noah Johnson","South Florida",1,459,459.0,3,3.00,106,106.0,3,3.00,48,48.0,77,77.0
"Noah Kim","Coastal Carolina",1,333,333.0,4,4.00,0,0.0,0,0.00,30,30.0,56,56.0
"Noah Kim","Eastern Michigan",1,2051,2051.0,14,14.00,143,143.0,5,5.00,183,183.0,293,293.0
"Noah Kim","Michigan State",2,1264,632.0,9,4.50,58,29.0,0,0.00,105,52.5,179,89.5
"Noah Sanders","North Carolina A&T",2,95,47.5,1,0.50,31,15.5,1,0.50,7,3.5,20,10.0
"Noah Trigueros",Dartmouth,1,4,4.0,0,0.00,NULL,NULL,NULL,NULL,1,1.0,2,2.0
"Noah Vedral",Nebraska,2,447,223.5,0,0.00,119,59.5,4,2.00,36,18.0,61,30.5
"Noah Vedral",Rutgers,3,3328,1109.3,17,5.67,534,178.0,4,1.33,334,111.3,566,188.7
"Noah Vedral",UCF,1,276,276.0,1,1.00,77,77.0,2,2.00,22,22.0,29,29.0
"Noah Walters","North Alabama",2,4496,2248.0,40,20.00,604,302.0,4,2.00,374,187.0,666,333.0
"Noah Walters","Oklahoma State",1,72,72.0,1,1.00,9,9.0,0,0.00,6,6.0,14,14.0
"Noah Wezensky","Miami (OH)",1,307,307.0,2,2.00,-54,-54.0,0,0.00,28,28.0,53,53.0
"Nolan Genovese","Middle Tennessee",1,2,2.0,0,0.00,-22,-22.0,0,0.00,1,1.0,1,1.0
"Nolan Good","Kent State",1,38,38.0,0,0.00,1,1.0,0,0.00,5,5.0,10,10.0
"Nolan Grooms",Yale,3,3655,1218.3,37,12.33,1400,466.7,8,2.67,303,101.0,513,171.0
"Nolan Henderson",Delaware,3,3434,1144.7,35,11.67,107,35.7,4,1.33,307,102.3,489,163.0
"Nolan Henry","Notre Dame",1,NULL,NULL,NULL,NULL,1,1.0,0,0.00,NULL,NULL,NULL,NULL
"Nyqua Lett","Alabama State",2,72,36.0,1,0.50,42,21.0,0,0.00,11,5.5,14,7.0
"Oluwafemi Bamiro","North Carolina A&T",1,127,127.0,2,2.00,43,43.0,1,1.00,12,12.0,27,27.0
"Omar Clayton",UNLV,4,6560,1640.0,48,12.00,774,193.5,7,1.75,564,141.0,961,240.3
"Omari Smith","North Carolina Central",1,NULL,NULL,NULL,NULL,6,6.0,0,0.00,NULL,NULL,NULL,NULL
"Orion Olivas","Houston Christian",2,58,29.0,0,0.00,-2,-1.0,0,0.00,6,3.0,9,4.5
"Osaar Rasshan",UCLA,1,259,259.0,0,0.00,109,109.0,0,0.00,17,17.0,45,45.0
"Oscar Gordon","Texas Southern",1,0,0.0,0,0.00,NULL,NULL,NULL,NULL,0,0.0,2,2.0
"Otto Kuhns","Norfolk State",3,4391,1463.7,35,11.67,581,193.7,8,2.67,350,116.7,619,206.3
"Owen McCown",Colorado,1,600,600.0,2,2.00,38,38.0,2,2.00,57,57.0,100,100.0
"Owen McCown",UTSA,3,5541,1847.0,46,15.33,418,139.3,3,1.00,504,168.0,773,257.7
"Ozzie Mann","Ball State",2,1310,655.0,10,5.00,-39,-19.5,0,0.00,118,59.0,206,103.0
"P.J. Blazejowski",Furman,4,422,105.5,1,0.25,10,2.5,0,0.00,36,9.0,66,16.5
"P.J. Walker",Temple,4,10669,2667.3,74,18.50,763,190.8,9,2.25,831,207.8,1459,364.8
"Parish Metzger","Western Carolina",1,36,36.0,1,1.00,NULL,NULL,NULL,NULL,3,3.0,7,7.0
"Parker Adamson","Southern Miss",2,193,96.5,1,0.50,60,30.0,1,0.50,19,9.5,40,20.0
"Parker Awad","New Mexico State",1,1079,1079.0,7,7.00,109,109.0,1,1.00,74,74.0,159,159.0
"Parker Boehme",Duke,4,628,157.0,3,0.75,279,69.8,6,1.50,51,12.8,90,22.5
"Parker McKenzie","Abilene Christian",2,883,441.5,6,3.00,-9,-4.5,0,0.00,73,36.5,103,51.5
"Parker McKinney","Eastern Kentucky",5,7330,1466.0,53,10.60,655,131.0,11,2.20,614,122.8,928,185.6
"Parker McNeil","Louisiana Tech",1,1908,1908.0,18,18.00,-68,-68.0,0,0.00,123,123.0,214,214.0
"Parker McNeil",Troy,1,0,0.0,0,0.00,3,3.0,0,0.00,0,0.0,2,2.0
"Parker Navarro",Ohio,4,4437,1109.3,27,6.75,1725,431.3,22,5.50,358,89.5,540,135.0
"Parker Navarro",UCF,1,4,4.0,0,0.00,54,54.0,3,3.00,1,1.0,2,2.0
"Parker Stofa","Jackson State",2,93,46.5,0,0.00,29,14.5,1,0.50,8,4.0,16,8.0
"Parker Towns",Rice,1,10,10.0,0,0.00,1,1.0,0,0.00,1,1.0,4,4.0
"Parker Welch",Georgia,2,59,29.5,1,0.50,-2,-1.0,0,0.00,4,2.0,8,4.0
"Parks Frazier","Murray State",1,36,36.0,0,0.00,-5,-5.0,0,0.00,8,8.0,8,8.0
"Pat Bostick",Pittsburgh,3,1814,604.7,9,3.00,-176,-58.7,2,0.67,184,61.3,304,101.3
"Pat McQuaide",Nicholls,2,4415,2207.5,27,13.50,-68,-34.0,4,2.00,395,197.5,684,342.0
"Pat McQuaide",Villanova,1,1696,1696.0,12,12.00,-28,-28.0,2,2.00,129,129.0,205,205.0
"Patrick Crayton Jr.",Rice,1,3,3.0,0,0.00,-22,-22.0,0,0.00,3,3.0,6,6.0
"Patrick Duchien","Montana State",2,50,25.0,0,0.00,64,32.0,1,0.50,6,3.0,10,5.0
"Patrick Grusser",Marist,1,46,46.0,1,1.00,4,4.0,0,0.00,4,4.0,6,6.0
"Patrick Heitert","Southeast Missouri State",3,976,325.3,3,1.00,140,46.7,3,1.00,95,31.7,167,55.7
"Patrick Mahomes","Texas Tech",3,11252,3750.7,93,31.00,845,281.7,22,7.33,857,285.7,1349,449.7
"Patrick McClure",Clemson,1,NULL,NULL,NULL,NULL,12,12.0,0,0.00,NULL,NULL,NULL,NULL
"Patrick Nicely",Akron,3,3358,1119.3,18,6.00,-79,-26.3,1,0.33,308,102.7,619,206.3
"Patrick O'Brien","Colorado State",2,3382,1691.0,16,8.00,-11,-5.5,4,2.00,253,126.5,417,208.5
"Patrick O'Brien",Nebraska,1,192,192.0,0,0.00,4,4.0,0,0.00,18,18.0,30,30.0
"Patrick O'Brien",Washington,1,1,1.0,0,0.00,12,12.0,0,0.00,1,1.0,3,3.0
"Patrick Pinkney","East Carolina",3,6980,2326.7,39,13.00,437,145.7,5,1.67,603,201.0,1003,334.3
"Patrick Thompson","Wake Forest",3,30,10.0,0,0.00,16,5.3,0,0.00,10,3.3,13,4.3
"Patrick Towles","Boston College",1,1730,1730.0,12,12.00,294,294.0,4,4.00,138,138.0,273,273.0
"Patrick Towles",Kentucky,3,5099,1699.7,24,8.00,355,118.3,11,3.67,427,142.3,758,252.7
"Patrick Tyler","Southern Utah",2,341,170.5,2,1.00,-2,-1.0,1,0.50,37,18.5,66,33.0
"Patton Robinette",Vanderbilt,2,1096,548.0,7,3.50,277,138.5,8,4.00,89,44.5,155,77.5
"Paul Hargrave","Alcorn State",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Paul Harris","Louisiana Tech",1,0,0.0,0,0.00,28,28.0,0,0.00,0,0.0,1,1.0
"Paul Harris","Northwestern State",2,214,107.0,1,0.50,75,37.5,1,0.50,19,9.5,33,16.5
"Paul Jones","Penn State",1,NULL,NULL,NULL,NULL,-7,-7.0,0,0.00,NULL,NULL,NULL,NULL
"Paul McCall","Florida International",4,5169,1292.3,34,8.50,146,36.5,3,0.75,414,103.5,759,189.8
"Paul Millard","West Virginia",3,1330,443.3,9,3.00,-60,-20.0,0,0.00,108,36.0,201,67.0
"Paul Mroz","Rhode Island",1,60,60.0,0,0.00,11,11.0,0,0.00,10,10.0,20,20.0
"Paul Tyson",Alabama,1,150,150.0,0,0.00,NULL,NULL,NULL,NULL,10,10.0,16,16.0
"Paul Tyson",Clemson,1,42,42.0,1,1.00,NULL,NULL,NULL,NULL,3,3.0,4,4.0
"Paxton DeLaurent","Southeast Missouri State",3,8538,2846.0,63,21.00,458,152.7,10,3.33,735,245.0,1206,402.0
"Paxton Lynch",Memphis,3,8863,2954.3,59,19.67,687,229.0,17,5.67,758,252.7,1205,401.7
"Payne Sullins","Texas Tech",1,NULL,NULL,NULL,NULL,0,0.0,0,0.00,NULL,NULL,NULL,NULL
"Payton Thorne",Auburn,2,4468,2234.0,37,18.50,798,399.0,5,2.50,361,180.5,582,291.0
"Payton Thorne","Michigan State",3,6501,2167.0,49,16.33,270,90.0,6,2.00,525,175.0,861,287.0
"Payton Wehner","St. Francis (PA)",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Perry Hills",Maryland,4,3887,971.8,29,7.25,629,157.3,10,2.50,314,78.5,556,139.0
"Perry Orth","South Carolina",4,2595,648.8,12,3.00,66,16.5,2,0.50,201,50.3,354,88.5
"Pete DiNovo",UCF,2,18,9.0,0,0.00,-5,-2.5,0,0.00,3,1.5,9,4.5
"Pete Thomas","Colorado State",2,4269,2134.5,18,9.00,-153,-76.5,3,1.50,414,207.0,652,326.0
"Pete Thomas","NC State",1,1667,1667.0,4,4.00,163,163.0,2,2.00,149,149.0,247,247.0
"Pete Thomas","UL Monroe",1,3181,3181.0,14,14.00,6,6.0,3,3.00,301,301.0,501,501.0
"Peter Anderson","North Dakota State",1,0,0.0,0,0.00,-4,-4.0,0,0.00,0,0.0,2,2.0
"Peter Athens",Towson,3,549,183.0,2,0.67,3,1.0,1,0.33,45,15.0,74,24.7
"Peter Badovinac","Michigan State",1,2,2.0,0,0.00,NULL,NULL,NULL,NULL,1,1.0,2,2.0
"Peter Costelli","Northern Colorado",2,678,339.0,5,2.50,130,65.0,1,0.50,44,22.0,83,41.5
"Peter Parrish","East Texas A&M",1,212,212.0,0,0.00,87,87.0,1,1.00,25,25.0,49,49.0
"Peter Parrish",Memphis,1,215,215.0,0,0.00,60,60.0,0,0.00,31,31.0,48,48.0
"Peter Pujals","Holy Cross",1,358,358.0,1,1.00,0,0.0,0,0.00,33,33.0,56,56.0
"Peter Zamora",Marshall,1,0,0.0,0,0.00,NULL,NULL,NULL,NULL,0,0.0,1,1.0
"Peyton Bender",Kansas,2,3508,1754.0,23,11.50,-227,-113.5,0,0.00,332,166.0,595,297.5
"Peyton Bender","Washington State",1,498,498.0,3,3.00,-18,-18.0,0,0.00,53,53.0,91,91.0
"Peyton Cosover",Lafayette,1,1,1.0,0,0.00,NULL,NULL,NULL,NULL,1,1.0,3,3.0
"Peyton Derrick","App State",1,186,186.0,2,2.00,41,41.0,1,1.00,13,13.0,22,22.0
"Peyton Derrick","The Citadel",1,579,579.0,5,5.00,241,241.0,1,1.00,45,45.0,84,84.0
"Peyton Derrick",Wofford,1,93,93.0,0,0.00,69,69.0,0,0.00,8,8.0,10,10.0
"Peyton Huslig","Missouri State",3,631,210.3,5,1.67,79,26.3,1,0.33,49,16.3,88,29.3
"Peyton Mansell","Abilene Christian",3,641,213.7,3,1.00,98,32.7,1,0.33,46,15.3,79,26.3
"Peyton Mansell",Iowa,1,83,83.0,0,0.00,31,31.0,1,1.00,5,5.0,8,8.0
"Peyton Matocha",Miami,2,NULL,NULL,NULL,NULL,18,9.0,0,0.00,NULL,NULL,NULL,NULL
"Peyton Ramsey",Indiana,3,6576,2192.0,42,14.00,832,277.3,14,4.67,632,210.7,951,317.0
"Peyton Ramsey",Northwestern,1,1742,1742.0,12,12.00,263,263.0,3,3.00,171,171.0,281,281.0
"Phil Bates",Ohio,2,320,160.0,3,1.50,588,294.0,3,1.50,13,6.5,28,14.0
"Phil Jurkovec","Boston College",3,5183,1727.7,35,11.67,438,146.0,9,3.00,404,134.7,679,226.3
"Phil Jurkovec","Notre Dame",2,213,106.5,2,1.00,129,64.5,0,0.00,13,6.5,18,9.0
"Phil Jurkovec",Pittsburgh,1,818,818.0,6,6.00,60,60.0,1,1.00,57,57.0,112,112.0
"Philip Nelson","East Carolina",1,2603,2603.0,16,16.00,73,73.0,2,2.00,234,234.0,347,347.0
"Philip Nelson",Minnesota,2,2179,1089.5,17,8.50,548,274.0,6,3.00,169,84.5,338,169.0
"Phillip Butterfield","Arkansas State",3,128,42.7,1,0.33,154,51.3,1,0.33,14,4.7,28,9.3
"Phillip Ely",Alabama,1,42,42.0,1,1.00,-2,-2.0,0,0.00,3,3.0,4,4.0
"Phillip Ely",Toledo,2,3506,1753.0,27,13.50,23,11.5,1,0.50,267,133.5,471,235.5
"Phillip Sims",Alabama,1,163,163.0,0,0.00,-10,-10.0,0,0.00,18,18.0,28,28.0
"Phillip Sims",Virginia,1,1263,1263.0,9,9.00,18,18.0,2,2.00,114,114.0,203,203.0
"Pierce Clarkson",Louisville,2,18,9.0,0,0.00,9,4.5,0,0.00,4,2.0,6,3.0
"Pierce Holley","Eastern Illinois",2,5724,2862.0,33,16.50,-261,-130.5,5,2.50,479,239.5,781,390.5
"Pierce Holley",Georgetown,2,2866,1433.0,18,9.00,-90,-45.0,1,0.50,292,146.0,444,222.0
"PJ Hatter","Texas State",1,NULL,NULL,NULL,NULL,45,45.0,0,0.00,NULL,NULL,NULL,NULL
"PJ London","Northern Arizona",2,265,132.5,1,0.50,92,46.0,1,0.50,23,11.5,39,19.5
"Pops Battle",Lindenwood,1,0,0.0,0,0.00,-10,-10.0,0,0.00,0,0.0,2,2.0
"Press Taylor",Marshall,1,10,10.0,0,0.00,18,18.0,0,0.00,1,1.0,3,3.0
"Preston Brown",Catawba,1,181,181.0,2,2.00,-9,-9.0,0,0.00,22,22.0,33,33.0
"Preston Clemmer","Kennesaw State",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Preston Heard",Baylor,1,0,0.0,0,0.00,23,23.0,0,0.00,0,0.0,1,1.0
"Preston Hutchinson",Chattanooga,1,2723,2723.0,17,17.00,159,159.0,6,6.00,194,194.0,319,319.0
"Preston Hutchinson","Eastern Michigan",4,2335,583.8,16,4.00,230,57.5,11,2.75,192,48.0,295,73.8
"Preston Rice","Middle Tennessee",1,-3,-3.0,0,0.00,7,7.0,0,0.00,1,1.0,1,1.0
"Preston Rice","Murray State",3,714,238.0,1,0.33,127,42.3,2,0.67,77,25.7,121,40.3
"Preston Stone",Northwestern,1,1372,1372.0,10,10.00,20,20.0,0,0.00,126,126.0,216,216.0
"Preston Stone",SMU,4,4030,1007.5,35,8.75,290,72.5,6,1.50,267,66.8,450,112.5
"Preston Weeks",Baylor,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Preston Weeks","Stephen F. Austin",3,1052,350.7,11,3.67,-31,-10.3,0,0.00,81,27.0,143,47.7
"Price Wilson","Louisiana Tech",2,88,44.0,0,0.00,6,3.0,0,0.00,4,2.0,7,3.5
"Prometheus Franklin II","South Carolina State",2,79,39.5,1,0.50,62,31.0,0,0.00,8,4.0,28,14.0
"Quadry Jones",UCF,4,138,34.5,2,0.50,20,5.0,0,0.00,6,1.5,7,1.8
"Quantavius Peterson","Mississippi Valley State",1,10,10.0,0,0.00,-30,-30.0,0,0.00,1,1.0,9,9.0
"Quaterius Hawkins",Grambling,1,806,806.0,5,5.00,35,35.0,0,0.00,54,54.0,110,110.0
"Quaterius Hawkins","Northwestern State",2,888,444.0,2,1.00,130,65.0,0,0.00,99,49.5,171,85.5
"Quayde Hawkins","Abilene Christian",1,75,75.0,1,1.00,31,31.0,0,0.00,7,7.0,26,26.0
"Quentin Harris",Duke,4,2588,647.0,24,6.00,785,196.3,14,3.50,250,62.5,438,109.5
"Quentin Hayes","Air Force",1,455,455.0,3,3.00,466,466.0,7,7.00,25,25.0,43,43.0
"Quentin Hayes","The Citadel",1,369,369.0,3,3.00,394,394.0,5,5.00,30,30.0,48,48.0
"Quentin Williams",Bethune-Cookman,4,389,97.3,1,0.25,126,31.5,1,0.25,33,8.3,63,15.8
"Quest Powell","North Carolina Central",2,39,19.5,1,0.50,77,38.5,1,0.50,3,1.5,7,3.5
"Quincy Casey","Alabama A&M",2,2072,1036.0,12,6.00,89,44.5,1,0.50,168,84.0,279,139.5
"Quincy Casey","West Georgia",1,1066,1066.0,10,10.00,160,160.0,3,3.00,79,79.0,139,139.0
"Quincy Crittendon",Samford,4,4392,1098.0,27,6.75,604,151.0,9,2.25,456,114.0,663,165.8
"Quincy Guy-Barnes",Wagner,2,173,86.5,1,0.50,45,22.5,0,0.00,13,6.5,35,17.5
"Quincy Patterson II","North Dakota State",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Quincy Patterson II",Temple,2,248,124.0,0,0.00,219,109.5,6,3.00,26,13.0,59,29.5
"Quincy Patterson II","Virginia Tech",3,359,119.7,4,1.33,333,111.0,3,1.00,22,7.3,52,17.3
"Quincy Vaughn","North Dakota",4,17,4.3,1,0.25,128,32.0,15,3.75,3,0.8,10,2.5
"Quinn Billerman","North Carolina Central",2,255,127.5,0,0.00,-35,-17.5,0,0.00,28,14.0,51,25.5
"Quinn Boyd","Stony Brook",1,202,202.0,1,1.00,-5,-5.0,0,0.00,23,23.0,36,36.0
"Quinn Ewers",Texas,3,9079,3026.3,68,22.67,-59,-19.7,8,2.67,736,245.3,1134,378.0
"Quinn Henicle","Old Dominion",2,203,101.5,2,1.00,346,173.0,3,1.50,18,9.0,34,17.0
"Quinn Kaehler","San Diego State",2,5164,2582.0,28,14.00,-214,-107.0,1,0.50,401,200.5,696,348.0
"Quinn Mecham",Kansas,2,667,333.5,6,3.00,6,3.0,0,0.00,72,36.0,120,60.0
"Quinn Shanbour","North Texas",3,87,29.0,1,0.33,142,47.3,2,0.67,10,3.3,23,7.7
"Quinten Dormady","Central Michigan",1,2312,2312.0,14,14.00,-39,-39.0,0,0.00,190,190.0,294,294.0
"Quinten Dormady",Houston,1,8,8.0,0,0.00,NULL,NULL,NULL,NULL,2,2.0,5,5.0
"Quinten Dormady",Tennessee,3,1282,427.3,7,2.33,21,7.0,0,0.00,100,33.3,176,58.7
"Quinterris Toppings","Alabama State",2,64,32.0,1,0.50,21,10.5,0,0.00,5,2.5,9,4.5
"Quinton Flowers","South Florida",4,8130,2032.5,71,17.75,3665,916.3,41,10.25,566,141.5,981,245.3
"Quinton Maxwell",Ohio,3,1758,586.0,12,4.00,305,101.7,5,1.67,125,41.7,225,75.0
"Quinton McCown","New Mexico",2,26,13.0,1,0.50,34,17.0,1,0.50,4,2.0,11,5.5
"Quinton Williams",Howard,4,4020,1005.0,29,7.25,245,61.3,9,2.25,361,90.3,598,149.5
"R.J. Nitti",Bucknell,1,186,186.0,2,2.00,-1,-1.0,0,0.00,17,17.0,33,33.0
"Raeden Oliver","Morgan State",1,11,11.0,0,0.00,NULL,NULL,NULL,NULL,2,2.0,2,2.0
"Rafe Peavey","Florida Atlantic",1,147,147.0,0,0.00,5,5.0,1,1.00,20,20.0,34,34.0
"Rafe Peavey",SMU,1,116,116.0,1,1.00,-2,-2.0,0,0.00,4,4.0,4,4.0
"Raheim Jeter","East Carolina",2,1,0.5,0,0.00,16,8.0,0,0.00,1,0.5,2,1.0
"Rakeem Cato",Marshall,4,14079,3519.8,131,32.75,839,209.8,15,3.75,1153,288.3,1838,459.5
"Ralph Rucker",Bucknell,3,6847,2282.3,56,18.67,386,128.7,8,2.67,565,188.3,865,288.3
"Ralph Rucker",Oklahoma,1,20,20.0,0,0.00,NULL,NULL,NULL,NULL,2,2.0,2,2.0
"Ramar Williams",Howard,2,78,39.0,0,0.00,-13,-6.5,0,0.00,4,2.0,9,4.5
"Rand Jensen","Southern Utah",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Randall Johnson","Weber State",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Randall West",Massachusetts,3,909,303.0,6,2.00,16,5.3,2,0.67,96,32.0,162,54.0
"Rasean Mckay","Florida A&M",4,318,79.5,1,0.25,-27,-6.8,0,0.00,36,9.0,71,17.8
"Ray Smith","Western Carolina",1,84,84.0,0,0.00,-3,-3.0,0,0.00,8,8.0,16,16.0
"Raymond Moore III","Morgan State",1,243,243.0,2,2.00,153,153.0,2,2.00,22,22.0,44,44.0
